date,home_sigla,home_team,away_sigla,away_team,home_score,away_score
2003-09-10,TUN,Tunisia,CIV,Ivory Coast,3,2
2003-09-26,JOR,Jordan,IRN,Iran,3,2
2003-10-08,TUN,Tunisia,JPN,Japan,0,1
2003-10-10,EGY,Egypt,SEN,Senegal,1,0
2003-10-11,AUT,Austria,CZE,Czech Republic,2,3
2003-10-11,TUN,Tunisia,MAR,Morocco,0,0
2003-10-11,TUR,Turkey,ENG,England,0,0
2003-10-12,IRN,Iran,NZL,New Zealand,3,0
2003-10-15,MEX,Mexico,URU,Uruguay,0,2
2003-11-15,CZE,Czech Republic,CAN,Canada,5,1
2003-11-15,EGY,Egypt,RSA,South Africa,2,1
2003-11-15,GER,Germany,FRA,France,0,3
2003-11-15,PAR,Paraguay,ECU,Ecuador,2,1
2003-11-15,SCO,Scotland,NED,Netherlands,1,0
2003-11-15,SEN,Senegal,CIV,Ivory Coast,1,0
2003-11-15,ESP,Spain,NOR,Norway,2,1
2003-11-18,EGY,Egypt,SWE,Sweden,1,0
2003-11-19,BRA,Brazil,URU,Uruguay,3,3
2003-11-19,COL,Colombia,ARG,Argentina,1,1
2003-11-19,NED,Netherlands,SCO,Scotland,6,0
2003-11-19,NOR,Norway,ESP,Spain,0,3
2003-11-19,TUN,Tunisia,RSA,South Africa,2,0
2003-12-10,JPN,Japan,KOR,South Korea,0,0
2003-12-18,EGY,Egypt,IRQ,Iraq,2,0
2003-12-21,QAT,Qatar,IRQ,Iraq,0,0
2003-12-29,KSA,Saudi Arabia,QAT,Qatar,0,0
2004-01-14,EGY,Egypt,COD,DR Congo,2,2
2004-01-18,SEN,Senegal,RSA,South Africa,2,1
2004-01-22,SWE,Sweden,NOR,Norway,0,3
2004-01-28,TUN,Tunisia,COD,DR Congo,3,0
2004-01-29,ALG,Algeria,EGY,Egypt,2,1
2004-02-04,MAR,Morocco,RSA,South Africa,1,1
2004-02-07,TUN,Tunisia,SEN,Senegal,1,0
2004-02-08,MAR,Morocco,ALG,Algeria,3,1
2004-02-12,JPN,Japan,IRQ,Iraq,2,0
2004-02-14,TUN,Tunisia,MAR,Morocco,2,1
2004-02-18,BEL,Belgium,FRA,France,0,2
2004-02-18,CRO,Croatia,GER,Germany,1,2
2004-02-18,IRN,Iran,QAT,Qatar,3,1
2004-02-18,MAR,Morocco,SUI,Switzerland,2,1
2004-02-18,NED,Netherlands,USA,United States,1,0
2004-02-18,POR,Portugal,ENG,England,1,1
2004-02-18,UZB,Uzbekistan,IRQ,Iraq,1,1
2004-03-10,MEX,Mexico,ECU,Ecuador,2,1
2004-03-13,USA,United States,HAI,Haiti,1,1
2004-03-30,ARG,Argentina,ECU,Ecuador,1,0
2004-03-30,AUS,Australia,RSA,South Africa,1,0
2004-03-31,CRO,Croatia,TUR,Turkey,2,2
2004-03-31,GER,Germany,BEL,Belgium,3,0
2004-03-31,JOR,Jordan,QAT,Qatar,1,0
2004-03-31,NED,Netherlands,FRA,France,0,0
2004-03-31,PAR,Paraguay,BRA,Brazil,0,0
2004-03-31,SWE,Sweden,ENG,England,1,0
2004-03-31,TUN,Tunisia,CIV,Ivory Coast,0,2
2004-04-28,BEL,Belgium,TUR,Turkey,2,3
2004-04-28,CZE,Czech Republic,JPN,Japan,0,1
2004-04-28,KOR,South Korea,PAR,Paraguay,0,0
2004-04-28,MAR,Morocco,ARG,Argentina,0,1
2004-04-28,POR,Portugal,SWE,Sweden,2,2
2004-04-28,USA,United States,MEX,Mexico,1,0
2004-05-20,FRA,France,BRA,Brazil,0,0
2004-05-21,AUS,Australia,TUR,Turkey,1,3
2004-05-24,AUS,Australia,TUR,Turkey,0,1
2004-05-29,AUS,Australia,NZL,New Zealand,1,0
2004-05-29,NED,Netherlands,BEL,Belgium,0,1
2004-05-30,ALG,Algeria,JOR,Jordan,1,1
2004-06-01,ENG,England,JPN,Japan,1,1
2004-06-02,BRA,Brazil,ARG,Argentina,3,1
2004-06-02,ECU,Ecuador,COL,Colombia,2,1
2004-06-02,KOR,South Korea,TUR,Turkey,0,1
2004-06-02,SUI,Switzerland,GER,Germany,0,2
2004-06-05,KOR,South Korea,TUR,Turkey,2,1
2004-06-05,RSA,South Africa,CPV,Cape Verde,2,1
2004-06-06,ARG,Argentina,PAR,Paraguay,0,0
2004-06-06,COL,Colombia,URU,Uruguay,5,0
2004-06-09,IRN,Iran,JOR,Jordan,0,1
2004-06-13,CPV,Cape Verde,SEN,Senegal,1,3
2004-06-13,FRA,France,ENG,England,2,1
2004-06-13,SUI,Switzerland,CRO,Croatia,0,0
2004-06-15,GER,Germany,NED,Netherlands,1,1
2004-06-17,CRO,Croatia,FRA,France,2,2
2004-06-17,ENG,England,SUI,Switzerland,3,0
2004-06-19,NED,Netherlands,CZE,Czech Republic,2,3
2004-06-20,EGY,Egypt,CIV,Ivory Coast,1,2
2004-06-20,GHA,Ghana,RSA,South Africa,3,0
2004-06-20,POR,Portugal,ESP,Spain,1,0
2004-06-21,CRO,Croatia,ENG,England,2,4
2004-06-21,JOR,Jordan,IRQ,Iraq,2,0
2004-06-21,SUI,Switzerland,FRA,France,1,3
2004-06-23,GER,Germany,CZE,Czech Republic,1,2
2004-06-23,IRN,Iran,IRQ,Iraq,2,1
2004-06-24,POR,Portugal,ENG,England,2,2
2004-06-25,IRQ,Iraq,JOR,Jordan,1,3
2004-06-26,SWE,Sweden,NED,Netherlands,0,0
2004-06-27,ARG,Argentina,COL,Colombia,0,2
2004-06-30,POR,Portugal,NED,Netherlands,2,1
2004-07-03,CPV,Cape Verde,COD,DR Congo,1,1
2004-07-07,ARG,Argentina,ECU,Ecuador,6,1
2004-07-07,MEX,Mexico,URU,Uruguay,2,2
2004-07-10,ARG,Argentina,MEX,Mexico,0,1
2004-07-10,URU,Uruguay,ECU,Ecuador,2,1
2004-07-13,ARG,Argentina,URU,Uruguay,4,2
2004-07-13,MEX,Mexico,ECU,Ecuador,2,1
2004-07-14,BRA,Brazil,PAR,Paraguay,1,2
2004-07-18,IRQ,Iraq,UZB,Uzbekistan,0,1
2004-07-18,MEX,Mexico,BRA,Brazil,0,4
2004-07-18,PAR,Paraguay,URU,Uruguay,1,3
2004-07-19,KOR,South Korea,JOR,Jordan,0,0
2004-07-20,ARG,Argentina,COL,Colombia,3,0
2004-07-21,URU,Uruguay,BRA,Brazil,1,1
2004-07-22,UZB,Uzbekistan,KSA,Saudi Arabia,1,0
2004-07-24,COL,Colombia,URU,Uruguay,1,2
2004-07-25,ARG,Argentina,BRA,Brazil,2,2
2004-07-26,KSA,Saudi Arabia,IRQ,Iraq,1,2
2004-07-28,JPN,Japan,IRN,Iran,0,0
2004-07-31,JPN,Japan,JOR,Jordan,1,1
2004-07-31,KOR,South Korea,IRN,Iran,3,4
2004-08-18,AUT,Austria,GER,Germany,1,3
2004-08-18,FRA,France,BIH,Bosnia and Herzegovina,1,1
2004-08-18,HAI,Haiti,BRA,Brazil,0,6
2004-08-18,JPN,Japan,ARG,Argentina,1,2
2004-08-18,NOR,Norway,BEL,Belgium,2,2
2004-08-18,SEN,Senegal,CIV,Ivory Coast,1,2
2004-08-18,SWE,Sweden,NED,Netherlands,2,2
2004-08-18,TUN,Tunisia,RSA,South Africa,0,2
2004-09-03,ESP,Spain,SCO,Scotland,1,1
2004-09-04,AUT,Austria,ENG,England,2,2
2004-09-04,MAR,Morocco,TUN,Tunisia,1,1
2004-09-05,COD,DR Congo,RSA,South Africa,1,0
2004-09-05,GHA,Ghana,CPV,Cape Verde,2,0
2004-09-05,URU,Uruguay,ECU,Ecuador,1,0
2004-09-08,BIH,Bosnia and Herzegovina,ESP,Spain,1,1
2004-09-08,GER,Germany,BRA,Brazil,1,1
2004-09-08,JOR,Jordan,IRN,Iran,0,2
2004-09-08,NED,Netherlands,CZE,Czech Republic,2,0
2004-09-08,PAN,Panama,USA,United States,1,1
2004-09-08,SWE,Sweden,CRO,Croatia,0,1
2004-10-09,ARG,Argentina,URU,Uruguay,4,2
2004-10-09,COL,Colombia,PAR,Paraguay,1,1
2004-10-09,IRN,Iran,GER,Germany,0,2
2004-10-09,SCO,Scotland,NOR,Norway,0,1
2004-10-09,ESP,Spain,BEL,Belgium,2,0
2004-10-10,GHA,Ghana,COD,DR Congo,0,0
2004-10-13,BRA,Brazil,COL,Colombia,0,0
2004-10-13,IRQ,Iraq,UZB,Uzbekistan,1,2
2004-10-13,QAT,Qatar,IRN,Iran,2,3
2004-10-13,USA,United States,PAN,Panama,6,0
2004-10-20,ECU,Ecuador,JOR,Jordan,0,3
2004-10-27,MEX,Mexico,ECU,Ecuador,2,1
2004-11-16,AUS,Australia,NOR,Norway,2,2
2004-11-17,ALG,Algeria,SEN,Senegal,1,2
2004-11-17,ECU,Ecuador,BRA,Brazil,1,0
2004-11-17,QAT,Qatar,JOR,Jordan,2,0
2004-11-17,SCO,Scotland,SWE,Sweden,1,4
2004-11-17,ESP,Spain,ENG,England,1,0
2004-11-17,URU,Uruguay,PAR,Paraguay,1,0
2004-12-13,QAT,Qatar,IRQ,Iraq,3,3
2004-12-16,JPN,Japan,GER,Germany,0,3
2004-12-18,IRN,Iran,PAN,Panama,1,0
2004-12-19,KOR,South Korea,GER,Germany,3,1
2005-01-15,COL,Colombia,KOR,South Korea,2,1
2005-01-19,PAR,Paraguay,KOR,South Korea,1,1
2005-01-22,SWE,Sweden,KOR,South Korea,1,1
2005-01-26,ECU,Ecuador,PAN,Panama,2,0
2005-01-26,MEX,Mexico,SWE,Sweden,0,0
2005-01-28,JOR,Jordan,NOR,Norway,0,0
2005-01-29,ECU,Ecuador,PAN,Panama,2,0
2005-02-02,IRN,Iran,BIH,Bosnia and Herzegovina,2,1
2005-02-04,KOR,South Korea,EGY,Egypt,0,1
2005-02-08,CIV,Ivory Coast,COD,DR Congo,2,2
2005-02-09,EGY,Egypt,BEL,Belgium,4,0
2005-02-09,ENG,England,NED,Netherlands,0,0
2005-02-09,FRA,France,SWE,Sweden,1,1
2005-02-09,GER,Germany,ARG,Argentina,2,2
2005-02-09,RSA,South Africa,AUS,Australia,1,1
2005-02-09,UZB,Uzbekistan,KSA,Saudi Arabia,1,1
2005-02-23,MEX,Mexico,COL,Colombia,1,1
2005-03-09,MEX,Mexico,ARG,Argentina,1,1
2005-03-09,USA,United States,COL,Colombia,3,0
2005-03-14,KSA,Saudi Arabia,EGY,Egypt,0,1
2005-03-25,IRN,Iran,JPN,Japan,2,1
2005-03-25,KSA,Saudi Arabia,KOR,South Korea,2,0
2005-03-26,AUS,Australia,IRQ,Iraq,2,1
